	QDORC	LDORC	GDORC
50000	0.972072	0.967736	0.956894
100000	0.911012	0.917161	0.9168109999999998
150000	0.925444	0.920764	0.977386
200000	0.9033315000000002	0.8976085000000001	0.9545165
250000	0.8879811999999999	0.8860676	0.9050812
300000	0.8536643333333334	0.8514543333333334	0.906668
350000	0.8616834285714285	0.8536522857142856	0.9059882857142858
400000	0.8718600000000001	0.8493970000000001	0.906453
