	QDORC	LDORC	GDORC
0.02	0.9421152560935556	0.9335631681217598	0.9580175469526104
0.04	0.9014752326770404	0.9025909286859828	0.9311490278539912
0.06	0.8758440107562293	0.8785124554690764	0.9074220165338068
0.08	0.8594729545727036	0.8601590487581314	0.883252740646386
0.1	0.8374590486750476	0.8422032361555043	0.8634302651511547
0.12	0.8305135920424342	0.8237242355662003	0.8431348813684402
0.14	0.8221186570346409	0.8296534762825859	0.8232135070956959
0.16	0.8095067479562464	0.8318853035824963	0.8042719396663525
0.18	0.800239699652523	0.8354967201433177	0.7863954564328842
