	QDORC	LDORC	GDORC
0.02	0.969978	0.967243	0.9787079999999998
0.04	0.946095	0.9471809999999998	0.960824
0.06	0.931924	0.933161	0.946208
0.08	0.921627	0.923612	0.931559
0.1	0.910208	0.91515	0.917345
0.12	0.903161	0.903204	0.902797
0.14	0.8921040000000001	0.907994	0.8874690000000001
0.16	0.8777220000000001	0.909291	0.87277
0.18	0.8718410000000001	0.9070709999999998	0.858962
